transaction_id,item
T0560,tea
T0560,tomatoes
T0561,biscuits
T0561,tea
T0561,yogurt
T0562,biscuits
T0562,cereal
T0562,milk
T0563,biscuits
T0563,cereal
T0563,coffee
T0563,lentils
T0563,milk
T0563,rice
T0563,sugar
T0563,yogurt
T0564,bananas
T0564,butter
T0565,bread
T0565,butter
T0566,tomatoes
T0567,rice
T0568,bread
T0568,cereal
T0568,milk
T0568,onions
T0568,tomatoes
T0569,coffee
T0569,onions
T0569,sugar
T0569,tomatoes
T0570,sugar
T0570,tomatoes
T0571,bread
T0571,jam
T0571,sugar
T0572,chocolate
T0572,coffee
T0572,milk
T0572,sugar
T0573,chicken
T0573,milk
T0574,butter
T0574,cereal
T0574,milk
T0575,bread
T0575,butter
T0575,oil
T0575,rice
T0576,milk
T0577,milk
T0578,bananas
T0578,biscuits
T0578,coffee
T0578,eggs
T0578,sugar
T0578,tomatoes
T0579,cereal
T0579,chocolate
T0579,milk
T0579,onions
T0579,tomatoes
T0580,biscuits
T0580,jam
T0580,lentils
T0580,milk
T0580,onions
T0580,sugar
T0580,tea
T0580,yogurt
T0581,butter
T0581,oil
T0581,sugar
T0582,cereal
T0582,cheese
T0582,coffee
T0582,milk
T0582,sugar
T0582,tomatoes
T0583,bananas
T0583,cereal
T0583,coffee
T0583,eggs
T0583,sugar
T0583,yogurt
T0584,bread
T0584,butter
T0584,cereal
T0584,milk
T0584,yogurt
T0585,bread
T0585,butter
T0585,jam
T0586,butter
T0586,lentils
T0586,yogurt
T0587,butter
T0587,milk
T0587,rice
T0587,sugar
T0587,tea
T0588,cereal
T0588,milk
T0588,yogurt
T0589,milk
T0590,bread
T0590,jam
T0590,tomatoes
T0591,biscuits
T0591,cereal
T0591,eggs
T0591,milk
T0591,onions
T0591,sugar
T0591,tea
T0591,tomatoes
T0592,bread
T0592,eggs
T0592,jam
T0592,yogurt
T0593,butter
T0593,onions
T0593,tomatoes
T0594,milk
T0594,tomatoes
T0595,eggs
T0595,milk
T0595,sugar
T0595,yogurt
T0596,sugar
T0597,rice
T0597,sugar
T0598,eggs
T0599,milk
T0600,bananas
T0600,cereal
T0600,milk
T0600,yogurt
T0601,bananas
T0601,cereal
T0601,milk
T0601,oil
T0602,bread
T0602,butter
T0602,chicken
T0602,jam
T0603,bread
T0603,butter
T0603,jam
T0603,tomatoes
T0604,eggs
T0605,bananas
T0606,bananas
T0606,biscuits
T0606,tea
T0607,bread
T0607,butter
T0607,eggs
T0607,jam
T0608,cheese
T0609,chicken
T0610,bread
T0610,butter
T0610,chicken
T0610,chocolate
T0610,jam
T0610,sugar
T0611,eggs
T0611,rice
T0611,sugar
T0612,biscuits
T0612,coffee
T0612,eggs
T0612,sugar
T0612,tea
T0613,bread
T0613,cereal
T0613,cheese
T0613,coffee
T0613,lentils
T0613,milk
T0613,rice
T0613,sugar
T0613,yogurt
T0614,cereal
T0614,milk
T0614,onions
T0614,sugar
T0614,yogurt
T0615,coffee
T0615,lentils
T0615,sugar
T0616,cereal
T0616,chicken
T0616,milk
T0616,onions
T0617,bread
T0617,cereal
T0617,chocolate
T0617,coffee
T0617,jam
T0617,milk
T0617,oil
T0618,biscuits
T0618,cereal
T0618,milk
T0618,yogurt
T0619,bread
T0619,butter
T0619,cereal
T0619,chocolate
T0619,eggs
T0619,jam
T0619,milk
T0619,oil
T0619,sugar
T0619,tomatoes
T0620,bananas
T0620,bread
T0620,butter
T0621,lentils
T0621,rice
T0622,cereal
T0622,coffee
T0622,milk
T0622,yogurt
T0623,oil
T0623,rice
T0623,tomatoes
T0624,coffee
T0624,sugar
T0625,biscuits
T0625,bread
T0625,butter
T0625,jam
T0626,lentils
T0626,rice
T0627,cereal
T0627,coffee
T0627,milk
T0627,onions
T0627,sugar
T0627,tomatoes
T0627,yogurt
T0628,cereal
T0628,cheese
T0628,lentils
T0628,milk
T0629,bread
T0629,lentils
T0629,rice
T0630,butter
T0631,cereal
T0631,milk
T0631,yogurt
T0632,cereal
T0632,milk
T0633,bread
T0633,butter
T0633,jam
T0633,tea
T0634,sugar
T0635,bananas
T0635,chicken
T0635,jam
T0635,tomatoes
T0636,milk
T0637,bread
T0637,butter
T0637,milk
T0638,cereal
T0638,onions
T0638,sugar
T0638,tomatoes
T0639,coffee
T0640,coffee
T0640,eggs
T0640,lentils
T0640,rice
T0640,sugar
T0640,tea
T0641,milk
T0642,bananas
T0642,bread
T0643,milk
T0643,onions
T0643,sugar
T0644,bananas
T0644,biscuits
T0644,bread
T0644,coffee
T0644,onions
T0644,sugar
T0644,tomatoes
T0645,bananas
T0645,eggs
T0645,jam
T0645,milk
T0645,rice
T0646,eggs
T0646,oil
T0646,yogurt
T0647,butter
T0647,chicken
T0647,chocolate
T0647,coffee
T0647,sugar
T0647,tea
T0648,biscuits
T0648,butter
T0649,cereal
T0649,lentils
T0649,onions
T0649,rice
T0649,tomatoes
T0650,bread
T0650,butter
T0650,coffee
T0650,eggs
T0651,cereal
T0651,milk
T0651,yogurt
T0652,coffee
T0653,biscuits
T0653,cereal
T0653,milk
T0653,onions
T0653,tomatoes
T0653,yogurt
T0654,bread
T0654,butter
T0654,cereal
T0654,chicken
T0655,chicken
T0655,milk
T0655,yogurt
T0656,yogurt
T0657,bread
T0657,cheese
T0657,lentils
T0657,rice
T0657,sugar
T0658,bread
T0658,cheese
T0658,jam
T0659,chocolate
T0660,butter
T0660,chocolate
T0661,biscuits
T0661,bread
T0661,butter
T0661,cereal
T0661,jam
T0661,lentils
T0661,sugar
T0661,tea
T0662,butter
T0662,chicken
T0662,onions
T0662,tomatoes
T0663,cereal
T0663,onions
T0663,sugar
T0663,tea
T0663,tomatoes
T0664,milk
T0665,bananas
T0665,bread
T0665,jam
T0666,cereal
T0666,eggs
T0666,jam
T0666,lentils
T0666,milk
T0666,onions
T0666,sugar
T0666,yogurt
T0667,cereal
T0667,eggs
T0667,milk
T0667,yogurt
T0668,milk
T0669,sugar
T0669,tea
T0669,tomatoes
T0669,yogurt
T0670,bread
T0671,bananas
T0671,bread
T0671,butter
T0671,sugar
T0671,yogurt
T0672,bread
T0672,butter
T0672,rice
T0672,tea
T0673,cereal
T0673,cheese
T0673,milk
T0673,onions
T0673,tomatoes
T0673,yogurt
T0674,bread
T0674,coffee
T0674,jam
T0674,onions
T0674,sugar
T0674,tomatoes
T0675,bread
T0675,butter
T0675,cereal
T0675,chocolate
T0675,eggs
T0675,milk
T0675,rice
T0676,jam
T0676,milk
T0677,butter
T0677,sugar
T0678,bananas
T0678,cereal
T0678,chocolate
T0678,milk
T0679,milk
T0680,bananas
T0680,coffee
T0680,eggs
T0680,sugar
T0681,eggs
T0681,tomatoes
T0682,biscuits
T0682,bread
T0682,butter
T0683,biscuits
T0683,eggs
T0683,lentils
T0683,oil
T0683,rice
T0683,tea
T0683,yogurt
T0684,coffee
T0684,eggs
T0684,onions
T0684,sugar
T0684,yogurt
T0685,bananas
T0685,cereal
T0685,coffee
T0685,milk
T0685,sugar
T0686,butter
T0686,coffee
T0686,milk
T0686,rice
T0686,sugar
T0687,chicken
T0687,milk
T0687,yogurt
T0688,chocolate
T0688,lentils
T0688,rice
T0688,tomatoes
T0689,bananas
T0689,jam
T0689,lentils
T0690,milk
T0691,jam
T0691,oil
T0692,bananas
T0692,eggs
T0692,oil
T0692,rice
T0693,butter
T0693,oil
T0693,sugar
T0694,bread
T0694,butter
T0694,cereal
T0694,eggs
T0694,jam
T0694,milk
T0695,biscuits
T0695,chocolate
T0695,oil
T0696,bread
T0696,eggs
T0696,jam
T0696,lentils
T0696,oil
T0697,lentils
T0697,milk
T0697,yogurt
T0698,cereal
T0699,eggs
T0699,milk
T0700,bananas
T0700,cereal
T0700,milk
T0700,sugar
T0701,bread
T0701,butter
T0701,onions
T0701,tomatoes
T0702,cheese
T0702,chocolate
T0702,milk
T0702,tea
T0702,tomatoes
T0703,eggs
T0703,sugar
T0704,bananas
T0704,bread
T0704,cereal
T0704,jam
T0704,oil
T0704,rice
T0705,lentils
T0705,milk
T0705,onions
T0705,yogurt
T0706,lentils
T0706,rice
T0707,bananas
T0708,biscuits
T0708,cereal
T0708,lentils
T0708,oil
T0708,rice
T0708,tomatoes
T0709,cereal
T0709,milk
T0709,tea
T0710,tea
T0711,bread
T0711,butter
T0711,cheese
T0711,jam
T0712,bread
T0712,jam
T0712,tomatoes
T0713,bananas
T0713,cereal
T0713,coffee
T0714,bananas
T0714,milk
T0714,yogurt
T0715,cereal
T0715,cheese
T0715,onions
T0715,tomatoes
T0716,chocolate
T0716,lentils
T0716,oil
T0716,rice
T0716,tomatoes
T0717,tea
T0718,bread
T0718,butter
T0718,eggs
T0718,jam
T0719,bread
T0719,butter
T0719,lentils
T0719,sugar
T0719,tea
T0720,cereal
T0720,jam
T0720,lentils
T0720,milk
T0720,rice
T0720,yogurt
T0721,bananas
T0721,eggs
T0721,onions
T0722,cheese
T0722,coffee
T0722,milk
T0722,yogurt
T0723,eggs
T0723,sugar
T0724,biscuits
T0724,bread
T0724,coffee
T0724,jam
T0725,chocolate
T0725,yogurt
T0726,cheese
T0727,bananas
T0728,biscuits
T0728,onions
T0728,sugar
T0728,tea
T0728,yogurt
T0729,butter
T0729,chicken
T0729,eggs
T0729,onions
T0729,sugar
T0730,bananas
T0730,butter
T0730,lentils
T0730,milk
T0730,onions
T0730,rice
T0730,tomatoes
T0730,yogurt
T0731,yogurt
T0732,butter
T0732,tomatoes
T0733,biscuits
T0733,butter
T0733,coffee
T0733,lentils
T0733,rice
T0734,yogurt
T0735,bread
T0735,coffee
T0735,milk
T0735,sugar
T0735,yogurt
T0736,chicken
T0737,eggs
T0737,oil
T0737,onions
T0737,rice
T0738,lentils
T0738,rice
T0739,bananas
T0739,eggs
T0739,lentils
T0739,oil
T0739,rice
T0739,tomatoes
T0740,bread
T0740,jam
T0741,bread
T0741,butter
T0741,cereal
T0741,jam
T0741,oil
T0742,lentils
T0742,oil
T0742,sugar
T0742,tomatoes
T0743,cereal
T0743,eggs
T0743,milk
T0744,bread
T0744,butter
T0744,jam
T0744,lentils
T0744,rice
T0744,yogurt
T0745,biscuits
T0745,coffee
T0745,onions
T0745,sugar
T0745,tea
T0746,bananas
T0746,cereal
T0746,milk
T0746,onions
T0746,rice
T0746,tomatoes
T0746,yogurt
T0747,bread
T0747,cheese
T0747,chicken
T0747,coffee
T0747,sugar
T0748,biscuits
T0748,cereal
T0748,milk
T0748,onions
T0748,sugar
T0748,tomatoes
T0749,biscuits
T0749,cereal
T0749,coffee
T0749,milk
T0749,oil
T0749,sugar
T0750,bananas
T0750,bread
T0750,butter
T0750,cheese
T0751,milk
T0752,bananas
T0752,bread
T0752,butter
T0752,eggs
T0752,jam
T0753,tomatoes
T0754,chocolate
T0754,eggs
T0754,sugar
T0754,tea
T0755,cereal
T0755,jam
T0755,oil
T0756,bread
T0756,eggs
T0756,rice
T0757,biscuits
T0757,bread
T0757,butter
T0757,jam
T0758,cereal
T0758,eggs
T0758,lentils
T0758,rice
T0758,tomatoes
T0759,milk
T0760,cereal
T0760,chocolate
T0760,oil
T0760,onions
T0760,tomatoes
T0761,eggs
T0761,sugar
T0762,milk
T0763,chicken
T0763,eggs
T0764,chicken
T0764,coffee
T0764,onions
T0764,sugar
T0765,coffee
T0766,biscuits
T0766,bread
T0766,butter
T0766,yogurt
T0767,coffee
T0767,sugar
T0768,eggs
T0768,sugar
T0768,tomatoes
T0769,bananas
T0769,cereal
T0769,cheese
T0769,lentils
T0769,milk
T0769,rice
T0770,cereal
T0770,coffee
T0770,lentils
T0770,milk
T0771,bread
T0771,butter
T0771,oil
T0772,onions
T0772,tomatoes
T0773,milk
T0774,biscuits
T0774,eggs
T0774,sugar
T0774,tea
T0774,tomatoes
T0775,milk
T0776,cereal
T0776,milk
T0776,sugar
T0777,cheese
T0778,biscuits
T0778,cereal
T0778,milk
T0778,tea
T0779,chicken
T0780,bread
T0780,eggs
T0780,jam
T0781,bananas
T0781,bread
T0781,cheese
T0781,chicken
T0781,jam
T0782,chocolate
T0782,sugar
T0783,cereal
T0783,eggs
T0783,milk
T0783,rice
T0783,sugar
T0783,yogurt
T0784,chicken
T0784,coffee
T0784,onions
T0784,sugar
T0784,tomatoes
T0785,yogurt
T0786,chicken
T0786,sugar
T0787,bananas
T0787,coffee
T0787,milk
T0787,onions
T0787,sugar
T0787,tomatoes
T0787,yogurt
T0788,milk
T0789,bread
T0789,butter
T0789,lentils
T0789,rice
T0790,milk
T0791,bananas
T0791,biscuits
T0791,cheese
T0791,lentils
T0791,rice
T0791,tomatoes
T0792,cereal
T0792,milk
T0793,eggs
T0793,onions
T0793,tea
T0793,tomatoes
T0794,bread
T0794,jam
T0795,coffee
T0795,sugar
T0796,chicken
T0796,tomatoes
T0797,cereal
T0797,milk
T0797,yogurt
T0798,cheese
T0798,tomatoes
T0799,eggs
T0799,yogurt
T0800,butter
