customer_id,signup_date,age,gender,city,plan,tenure_months,monthly_charges,total_charges,support_tickets,last_login_days,satisfaction_score,churned,cancellation_reason
C00681,2021-01-18,48.0,M,Pune,Basic,18,29.37,528.66,1,6,8.0,0,
C00240,2019-07-18,,M,Hyderabad,Standard,39,46.41,1809.99,0,16,9.0,0,
C00904,2020-01-30,57.0,M,Pune,Basic,71,24.41,1733.11,1,3,7.0,1,competitor
C00212,2022-07-29,22.0,Female,Bengaluru,Standard,26,44.49,1156.74,4,8,4.0,0,
C00907,2020-10-16,,male,Pune,Basic,36,21.0,756.00,2,9,6.0,0,
C00531,2021-12-01,34.0,F,Kolkata,Premium,63,62.17,3916.71,0,7,9.0,0,
C00785,2019-09-01,38.0,Male ,Pune,Premium,53,68.16,3612.48,0,14,7.0,0,
C00228,2019-10-19,61.0,F,Kolkata,Basic,36,27.42,987.12,2,34,7.0,0,
C00867,2019-02-23,22.0,M,Kolkata,Standard,56,46.42,2599.52,0,1,,0,
C00345,2021-09-10,57.0,,Bengaluru,Standard,27,,1189.89,1,10,9.0,0,
C00807,2019-09-01,36.0,M,Chennai,Basic,48,33.59,1612.32,4,11,,0,
C00934,2022-05-12,0.0,M,Kolkata,Standard,70,36.15,2530.50,1,16,8.0,0,
C00429,2022-04-17,21.0,M,Hyderabad,Basic,3,29.35,88.05,4,10,3.0,0,
C00542,2019-03-22,28.0,F,Hyderabad,Premium,67,68.22,4570.74,2,3,7.0,0,
C00969,2021-12-30,49.0,,Chennai,Premium,21,64.7,1358.70,4,18,6.0,0,
C00738,2021-02-27,48.0,M,Delhi,Standard,23,62.87,1446.01,1,7,10.0,0,
C00653,2023-11-29,58.0,,Kolkata,Standard,9,40.01,360.09,2,5,9.0,0,
C00008,2021-01-13,34.0,Male ,Kolkata,Basic,32,36.02,1152.64,1,6,10.0,0,
C00156,2020-09-16,59.0,F,Hyderabad,Standard,45,42.37,1906.65,2,12,5.0,0,
C00548,2020-09-18,26.0,M,Kolkata,Standard,4,38.27,153.08,4,17,4.0,1,moved
C00546,2021-11-09,36.0,F,Kolkata,Basic,49,30.89,1513.61,1,2,7.0,0,
C00603,2020-05-15,53.0,M,Jaipur,Standard,62,40.82,2530.84,4,4,,0,
C00781,2020-10-01,37.0,F,Bengaluru,Basic,15,16.26,243.90,2,22,8.0,0,
C00788,2019-08-10,36.0,male,Chennai,Basic,57,22.5,1282.50,2,6,7.0,0,
C00573,2022-11-05,41.0,M,Kolkata,Premium,15,64.39,965.85,2,31,6.0,0,
C00588,2020-01-06,28.0,M,Bengaluru,Basic,20,41.61,832.20,0,21,8.0,0,
C00585,2019-03-11,47.0,F,Mumbai,Basic,62,25.03,1551.86,0,8,9.0,0,
C00945,2019-07-13,41.0,M,Delhi,Premium,36,68.0,2448.00,2,7,6.0,0,
C00810,2023-10-20,41.0,male,Chennai,Standard,71,43.26,3071.46,1,8,9.0,0,
C00423,2020-02-21,31.0,M,Pune,Basic,67,20.7,1386.90,0,3,,0,
C00537,2023-03-20,32.0,M,Mumbai,Basic,39,33.46,1304.94,2,31,5.0,0,
C00590,2020-04-09,,Female,Jaipur,Basic,12,31.87,382.44,1,9,8.0,0,
C00717,2023-02-26,19.0,M,Pune,Standard,21,43.35,910.35,1,11,7.0,0,
C00936,2022-01-10,45.0,F,Bengaluru,Basic,27,25.92,699.84,2,9,8.0,1,unknown
C00835,2019-04-14,29.0,M,Pune,Standard,47,51.91,2439.77,1,16,8.0,0,
C00229,2023-02-17,28.0,F,Bengaluru,Basic,16,24.09,385.44,1,19,7.0,0,
C00358,2019-09-27,41.0,male,Pune,Standard,28,54.57,1527.96,1,18,,0,
C00738,2021-02-27,48.0,M,Delhi,Standard,23,62.87,1446.01,1,7,10.0,0,
C00213,2022-05-13,38.0,M,Kolkata,Standard,24,42.07,1009.68,2,11,7.0,0,
C00080,2021-05-25,34.0,,Kolkata,Premium,62,67.87,4207.94,0,10,7.0,0,
C00149,2022-03-01,51.0,,Pune,Basic,21,24.66,517.86,2,8,5.0,0,
C00303,2022-03-01,48.0,M,Bengaluru,Basic,5,33.53,167.65,2,11,6.0,0,
C00530,2020-04-27,57.0,M,Bengaluru,Basic,29,43.88,1272.52,0,10,9.0,0,
C00332,2022-07-08,46.0,male,Delhi,Premium,41,61.64,2527.24,1,36,7.0,0,
C00514,2021-06-25,37.0,F,Chennai,Basic,48,21.12,1013.76,0,6,10.0,0,
C00799,2021-08-24,50.0,M,Hyderabad,Basic,62,21.8,1351.60,2,8,5.0,0,
C00892,2022-06-30,31.0,Female,Bengaluru,Basic,31,15.0,465.00,1,14,8.0,0,
C00343,2021-07-14,39.0,female,Jaipur,Basic,68,16.75,1139.00,2,11,5.0,0,
C00134,2020-05-20,35.0,Male ,Bengaluru,Basic,25,15.0,375.00,1,2,8.0,0,
C00811,2019-11-17,,M,Kolkata,Basic,3,27.22,81.66,3,4,3.0,1,price
C00312,2019-07-10,43.0,F,Kolkata,Basic,33,18.71,617.43,3,11,6.0,0,
C00661,2020-01-02,18.0,F,Pune,Premium,70,89.25,6247.50,1,5,8.0,0,
C00448,2022-05-11,34.0,F,Jaipur,Premium,38,54.2,2059.60,1,6,7.0,0,
C00001,2023-11-30,42.0,M,Delhi,Standard,14,37.95,531.30,0,4,8.0,0,
C00317,2021-02-18,39.0,M,Mumbai,Premium,69,62.94,4342.86,1,11,,0,
C00716,2023-03-14,23.0,Female,Mumbai,Standard,9,34.59,311.31,4,6,5.0,0,
C00836,2023-03-02,27.0,female,Bengaluru,Standard,63,43.71,2753.73,1,15,,0,
C00622,2022-08-24,38.0,Female,Mumbai,Basic,44,31.25,1375.00,1,5,8.0,0,
C00539,2020-05-21,18.0,male,Kolkata,Premium,38,48.64,1848.32,2,10,8.0,0,
C00827,2020-12-01,38.0,F,Hyderabad,Basic,48,30.63,1470.24,1,10,9.0,0,
C00406,2023-08-25,35.0,M,Pune,Basic,31,29.09,901.79,2,51,6.0,1,price
C00173,2019-03-03,33.0,F,Chennai,Basic,33,18.39,606.87,0,8,9.0,0,
C00126,2022-07-01,42.0,F,Mumbai,Basic,59,17.06,1006.54,1,2,10.0,0,
C00658,2020-02-28,,Male ,Kolkata,Standard,3,49.3,147.90,0,7,,0,
C00502,2019-07-13,49.0,F,Mumbai,Premium,68,63.44,4313.92,0,8,7.0,0,
C00559,2019-11-21,23.0,F,Delhi,Basic,45,24.42,1098.90,1,10,8.0,1,price
C00914,2020-02-28,31.0,male,Kolkata,Standard,60,49.67,2980.20,1,6,8.0,0,
C00091,2019-08-05,46.0,F,Delhi,Standard,59,50.12,2957.08,1,7,6.0,1,unknown
C00950,2019-09-15,18.0,M,Hyderabad,Premium,54,52.16,2816.64,3,10,4.0,0,
C00182,2020-06-30,41.0,M,Bengaluru,Basic,40,22.22,888.80,1,9,7.0,0,
C00275,2022-02-15,57.0,male,Hyderabad,Basic,43,15.42,663.06,0,9,9.0,0,
C00906,2022-11-26,63.0,male,Mumbai,Premium,34,64.81,2203.54,1,9,10.0,0,
C00070,2022-02-11,36.0,female,Chennai,Basic,29,15.0,435.00,1,11,,0,
C00292,2023-10-16,40.0,F,Pune,Standard,55,43.05,2367.75,0,13,,0,
C00132,2019-08-15,21.0,F,Chennai,Premium,1,60.18, ,2,18,5.0,1,unknown
C00301,2020-05-22,59.0,Female,Mumbai,Basic,4,19.71,78.84,2,11,4.0,1,competitor
C00431,2020-05-25,26.0,male,Pune,Basic,51,40.1,2045.10,2,6,7.0,0,
C00327,2021-10-11,19.0,female,Hyderabad,Premium,69,49.68,3427.92,2,16,7.0,0,
C00145,2022-01-15,,F,Chennai,Standard,9,43.76,393.84,1,24,8.0,1,service
C00430,2019-08-11,43.0,F,Pune,Standard,67,,2755.04,2,8,7.0,0,
C00589,2023-11-19,41.0,female,Kolkata,Basic,49,18.24,893.76,2,22,7.0,0,
C00967,2021-01-27,35.0,F,Mumbai,Standard,58,52.83,3064.14,0,16,9.0,0,
C00136,2019-01-22,26.0,female,Hyderabad,Basic,58,24.94,1446.52,1,4,8.0,0,
C00987,2021-06-08,21.0,F,Hyderabad,Standard,58,29.83,1730.14,0,6,9.0,0,
C00165,2019-02-08,48.0,male,Hyderabad,Standard,43,43.75,1881.25,1,21,7.0,1,moved
C00029,2020-01-19,43.0,F,Bengaluru,Premium,55,62.54,3439.70,0,17,7.0,0,
C00569,2023-11-29,45.0,M,Pune,Premium,11,76.39,840.29,1,19,,0,
C00194,2022-07-29,56.0,F,Bengaluru,Basic,38,23.08,877.04,4,11,4.0,0,
C00395,2021-02-26,46.0,M,Kolkata,Basic,34,15.0,510.00,0,8,10.0,0,
C00809,2020-12-20,34.0,M,Chennai,Basic,63,16.77,1056.51,0,9,8.0,0,
C00170,2020-11-03,38.0,M,Bengaluru,Standard,64,36.54,2338.56,0,18,9.0,0,
C00496,2021-10-06,49.0,F,Hyderabad,Basic,32,18.73,599.36,1,18,8.0,0,
C00141,2023-11-14,43.0,F,Chennai,Premium,51,59.54,3036.54,0,5,,0,
C00174,2022-07-21,23.0,F,Kolkata,Premium,9,64.83,583.47,2,8,6.0,0,
C00007,2020-06-10,40.0,male,Chennai,Basic,34,31.78,1080.52,1,12,9.0,0,
C00650,2020-10-09,33.0,M,Mumbai,Standard,12,50.35,604.20,0,8,8.0,0,
C00486,2021-05-27,36.0,M,Jaipur,Standard,8,56.28,450.24,3,7,6.0,0,
C00074,2019-01-09,44.0,M,Mumbai,Basic,44,28.11,1236.84,2,4,7.0,0,
C00771,2023-04-13,59.0,M,Hyderabad,Basic,32,24.64,788.48,2,8,5.0,1,service
C00421,2020-11-10,39.0,Male ,Bengaluru,Premium,25,53.75,1343.75,1,22,6.0,0,
C00239,2023-06-14,25.0,F,Hyderabad,Premium,23,56.31,1295.13,2,28,6.0,0,
C00146,2023-02-06,33.0,Female,Hyderabad,Standard,29,55.82,1618.78,3,7,6.0,0,
C00802,2022-07-06,25.0,male,Kolkata,Premium,71,60.54,4298.34,3,9,5.0,0,
C00235,2020-07-14,29.0,Male ,Bengaluru,Premium,66,65.54,4325.64,1,2,9.0,0,
C00221,2021-11-25,35.0,F,Pune,Standard,29,36.1,1046.90,1,24,6.0,1,unknown
C00483,2019-06-12,39.0,male,Bengaluru,Basic,16,19.11,305.76,1,34,,0,
C00508,2023-01-27,,F,Chennai,Standard,33,46.78,1543.74,3,22,,1,price
C00133,2021-01-23,46.0,Female,Hyderabad,Basic,3,21.86,65.58,2,21,8.0,1,moved
C00741,2021-12-21,50.0,M,Chennai,Basic,37,25.68,950.16,3,11,6.0,0,
C00515,2023-09-21,47.0,F,Chennai,Basic,26,18.87,490.62,3,14,6.0,0,
C00186,2020-12-13,56.0,F,Kolkata,Basic,50,21.8,1090.00,0,6,9.0,0,
C00042,2023-04-29,45.0,F,Kolkata,Standard,49,43.29,2121.21,1,7,9.0,0,
C00619,2023-01-30,31.0,F,Chennai,Standard,46,49.73,2287.58,3,3,,0,
C00109,2022-11-24,48.0,M,Mumbai,Basic,46,29.99,1379.54,0,10,10.0,0,
C00597,2023-04-08,32.0,female,Jaipur,Standard,18,31.2,561.60,0,4,8.0,0,
C00057,2021-11-25,35.0,M,Bengaluru,Basic,23,15.0,345.00,1,40,6.0,0,
C00412,2020-07-16,18.0,F,Bengaluru,Basic,62,24.25,1503.50,1,1,9.0,0,
C00449,2022-05-29,51.0,male,Mumbai,Basic,11,22.51,247.61,2,13,8.0,0,
C00576,2022-10-16,,F,Hyderabad,Standard,1,41.47, ,1,8,8.0,0,
C00871,2020-07-06,41.0,F,Hyderabad,Basic,52,28.36,1474.72,2,4,7.0,0,
C00025,2022-08-07,33.0,F,Chennai,Premium,12,72.36,868.32,0,25,,0,
C00424,2020-06-27,20.0,F,Delhi,Premium,44,61.73,2716.12,0,8,10.0,0,
C00535,2020-07-19,19.0,male,Pune,Standard,55,40.47,2225.85,1,8,8.0,0,
C00595,2021-06-06,23.0,M,Chennai,Basic,16,18.14,290.24,1,7,7.0,0,
C00627,2021-12-29,33.0,F,Kolkata,Basic,10,26.05,260.50,1,34,10.0,0,
C00919,2019-04-09,54.0,M,Chennai,Standard,66,41.05,2709.30,1,7,9.0,0,
C00937,2022-12-28,24.0,M,Mumbai,Premium,44,72.56,3192.64,2,10,9.0,0,
C00339,2019-04-29,52.0,F,Hyderabad,Premium,34,71.75,2439.50,1,4,5.0,0,
C00052,2022-06-25,46.0,Female,Chennai,Basic,69,26.96,1860.24,1,15,8.0,0,
C00384,2020-05-27,23.0,Male ,Bengaluru,Standard,34,36.31,1234.54,0,7,9.0,0,
C00961,2022-04-29,57.0,M,Kolkata,Standard,53,45.37,2404.61,2,10,3.0,0,
C00931,2021-10-12,,F,Mumbai,Standard,57,28.82,1642.74,1,2,8.0,0,
C00742,2019-12-26,52.0,M,Kolkata,Standard,21,31.71,665.91,1,13,9.0,0,
C00265,2022-07-08,44.0,Male ,Pune,Standard,40,54.28,2171.20,1,10,10.0,0,
C00544,2019-06-09,36.0,F,Kolkata,Basic,44,23.64,1040.16,1,3,,0,
C00902,2019-05-19,39.0,Male ,Bengaluru,Standard,4,60.03,240.12,3,5,8.0,1,service
C00834,2020-11-29,33.0,Male ,Chennai,Basic,45,33.7,1516.50,5,14,5.0,0,
C00963,2021-12-02,26.0,F,Kolkata,Basic,41,22.01,902.41,1,8,8.0,0,
C00524,2022-05-21,36.0,Female,Jaipur,Basic,7,22.88,160.16,1,5,7.0,0,
C00454,2019-01-15,63.0,M,Mumbai,Premium,29,58.96,1709.84,2,19,6.0,0,
C00019,2022-07-16,49.0,Male ,Chennai,Basic,22,34.86,766.92,0,11,,0,
C00903,2022-10-10,,M,Mumbai,Standard,44,39.65,1744.60,4,5,3.0,1,competitor
C00491,2023-06-20,51.0,Male ,Bengaluru,Basic,42,24.57,1031.94,1,9,7.0,0,
C00581,2022-02-23,18.0,F,Kolkata,Premium,64,66.59,4261.76,0,4,,0,
C00440,2023-03-01,43.0,F,Delhi,Basic,9,19.22,172.98,1,27,6.0,0,
C00368,2023-10-13,28.0,Female,Pune,Premium,49,71.29,3493.21,1,19,6.0,0,
C00084,2021-05-07,33.0,Female,Jaipur,Premium,40,74.07,2962.80,1,20,7.0,0,
C00062,2020-07-09,34.0,M,Kolkata,Basic,71,22.44,1593.24,1,4,8.0,0,
C00968,2020-12-14,29.0,M,Pune,Premium,12,60.69,728.28,3,12,7.0,1,moved
C00273,2021-06-02,37.0,F,Kolkata,Basic,40,25.91,1036.40,3,9,5.0,0,
C00286,2019-01-25,32.0,female,Mumbai,Premium,27,50.43,1361.61,1,4,8.0,0,
C00361,2019-07-27,36.0,M,Bengaluru,Basic,10,33.77,337.70,1,19,7.0,0,
C00355,2022-11-17,51.0,Female,Kolkata,Basic,26,24.14,627.64,0,17,10.0,0,
C00723,2020-07-04,18.0,F,Pune,Standard,52,53.84,2799.68,0,19,,0,
C00279,2023-01-02,,M,Kolkata,Basic,15,31.98,479.70,1,27,6.0,0,
C00013,2021-06-04,39.0,M,Mumbai,Standard,24,38.9,933.60,0,11,10.0,0,
C00183,2020-11-21,33.0,M,Bengaluru,Standard,18,33.57,604.26,1,16,6.0,0,
C00369,2023-09-22,40.0,M,Hyderabad,Basic,61,32.81,2001.41,0,23,9.0,0,
C00500,2021-08-28,20.0,F,Bengaluru,Basic,67,24.28,1626.76,2,7,8.0,0,
C00679,2023-06-04,43.0,F,Bengaluru,Standard,30,,1182.30,1,34,,0,
C00224,2019-08-21,25.0,Female,Chennai,Premium,54,66.69,3601.26,3,17,3.0,0,
C00665,2023-10-28,37.0,M,Kolkata,Standard,33,47.98,1583.34,0,27,7.0,0,
C00708,2020-06-08,,Female,Chennai,Basic,66,22.14,1461.24,1,12,7.0,0,
C00718,2021-12-22,46.0,M,Kolkata,Basic,5,33.2,166.00,3,7,6.0,0,
C00552,2020-01-30,45.0,M,Kolkata,Basic,29,15.16,439.64,0,2,,0,
C00591,2019-04-12,23.0,F,Kolkata,Basic,32,26.66,853.12,1,17,,0,
C00617,2022-01-12,,Male ,Kolkata,Basic,18,19.75,355.50,1,3,8.0,0,
C00177,2021-10-13,57.0,M,Pune,Basic,42,17.4,730.80,1,3,9.0,0,
C00674,2022-11-23,,Female,Kolkata,Basic,69,20.13,1388.97,0,35,8.0,0,
C00636,2022-10-04,35.0,male,Chennai,Basic,21,19.67,413.07,3,26,7.0,1,moved
C00594,2019-01-17,18.0,F,Delhi,Basic,36,35.14,1265.04,2,8,6.0,0,
C00457,2022-05-16,51.0,M,Kolkata,Standard,34,56.37,1916.58,1,9,10.0,0,
C00527,2021-07-26,55.0,,Pune,Basic,37,33.48,1238.76,1,10,8.0,0,
C00394,2020-11-02,44.0,M,Pune,Basic,43,25.94,1115.42,1,6,8.0,0,
C00164,2021-03-15,28.0,M,Kolkata,Premium,10,76.58,765.80,1,20,9.0,0,
C00249,2022-06-22,,F,Bengaluru,Basic,62,15.0,930.00,4,12,5.0,0,
C00847,2022-04-16,76.0,F,Bengaluru,Basic,45,25.51,1147.95,1,13,8.0,0,
C00896,2021-08-31,51.0,M,Bengaluru,Premium,43,70.0,3010.00,0,8,9.0,0,
C00678,2023-06-27,43.0,M,Bengaluru,Premium,59,53.34,3147.06,1,31,9.0,0,
C00376,2022-10-19,66.0,male,Kolkata,Basic,65,24.51,1593.15,0,23,8.0,0,
C00413,2019-02-02,30.0,F,Pune,Premium,13,59.69,775.97,2,3,,0,
C00075,2021-11-04,40.0,F,Bengaluru,Basic,27,21.96,592.92,3,12,6.0,1,moved
C00114,2022-07-24,21.0,F,Chennai,Premium,47,52.13,2450.11,0,29,9.0,0,
C00577,2020-02-23,54.0,F,Delhi,Standard,41,41.2,1689.20,1,23,7.0,0,
C00960,2021-10-19,43.0,female,Kolkata,Premium,65,80.86,5255.90,0,13,9.0,0,
C00391,2020-05-26,18.0,F,Hyderabad,Basic,25,19.58,489.50,1,11,7.0,1,moved
C00105,2019-05-19,27.0,F,Bengaluru,Standard,17,52.95,900.15,0,18,9.0,0,
C00115,2022-04-19,39.0,M,Chennai,Premium,46,58.42,2687.32,1,15,9.0,1,unknown
C00418,2019-06-12,54.0,M,Kolkata,Standard,4,38.1,152.40,1,19,7.0,1,unknown
C00657,2020-03-21,28.0,F,Chennai,Standard,10,53.53,535.30,2,2,6.0,1,service
C00458,2020-08-01,,male,Hyderabad,Basic,69,21.79,1503.51,4,16,3.0,1,moved
C00410,2021-03-21,22.0,M,Hyderabad,Premium,10,58.46,584.60,1,6,9.0,0,
C00093,2020-03-11,33.0,Female,Pune,Basic,30,26.46,793.80,0,8,8.0,0,
C00571,2019-04-01,,F,Kolkata,Standard,18,,675.54,0,13,8.0,0,
C00090,2021-03-14,43.0,F,Hyderabad,Basic,25,43.18,1079.50,0,4,10.0,1,service
C00337,2022-03-21,30.0,M,Mumbai,Basic,27,31.24,843.48,1,10,8.0,0,
C00522,2020-01-31,27.0,male,Hyderabad,Premium,28,80.73,2260.44,1,6,8.0,0,
C00932,2019-01-27,43.0,M,Bengaluru,Premium,49,,3235.96,1,12,8.0,0,
C00944,2020-07-08,52.0,F,Bengaluru,Basic,54,47.52,2566.08,2,22,6.0,0,
C00614,2022-12-16,,F,Pune,Standard,59,59.61,3516.99,1,25,10.0,0,
C00602,2022-06-21,31.0,F,Kolkata,Basic,62,26.84,1664.08,0,7,7.0,0,
C00986,2022-11-08,46.0,Female,Hyderabad,Basic,35,35.9,1256.50,2,3,6.0,0,
C00095,2022-10-31,18.0,M,Mumbai,Basic,69,28.05,1935.45,2,11,6.0,0,
C00012,2023-05-24,47.0,male,Chennai,Basic,7,31.13,217.91,3,20,7.0,0,
C00397,2023-01-05,47.0,M,Jaipur,Standard,22,40.7,895.40,1,16,7.0,0,
C00540,2019-03-30,29.0,F,Jaipur,Basic,60,15.2,912.00,0,3,9.0,0,
C00044,2020-06-08,41.0,M,Kolkata,Premium,66,80.14,5289.24,2,23,5.0,0,
C00043,2019-07-22,30.0,,Bengaluru,Premium,66,50.6,3339.60,0,9,10.0,0,
C00330,2022-07-16,32.0,F,Bengaluru,Standard,53,39.93,2116.29,1,16,9.0,0,
C00168,2019-10-25,43.0,Male ,Chennai,Basic,20,27.33,546.60,0,3,9.0,0,
C00957,2021-12-13,32.0,male,Delhi,Basic,9,25.8,232.20,2,18,,1,service
C00887,2020-07-21,53.0,M,Kolkata,Basic,8,22.73,181.84,4,23,3.0,1,competitor
C00606,2022-06-02,44.0,F,Kolkata,Premium,43,55.71,2395.53,1,5,6.0,0,
C00766,2022-08-24,18.0,female,Bengaluru,Premium,40,58.25,2330.00,2,19,7.0,0,
C00101,2022-01-20,33.0,F,Bengaluru,Basic,2,32.74,65.48,3,10,7.0,0,
C00427,2019-07-31,48.0,F,Delhi,Basic,58,25.16,1459.28,1,7,8.0,0,
C00179,2021-04-25,37.0,F,Delhi,Premium,12,68.6,823.20,1,18,9.0,1,moved
C00445,2020-07-17,34.0,F,Hyderabad,Basic,8,32.19,257.52,2,11,7.0,0,
C00417,2020-08-11,51.0,F,Kolkata,Basic,18,25.63,461.34,1,12,9.0,0,
C00656,2019-01-07,42.0,M,Hyderabad,Basic,45,35.13,1580.85,1,8,7.0,0,
C00893,2021-02-19,33.0,M,Bengaluru,Standard,71,40.33,2863.43,2,8,,0,
C00667,2023-02-22,19.0,Female,Delhi,Premium,42,64.09,2691.78,1,14,7.0,0,
C00178,2019-12-31,40.0,F,Bengaluru,Premium,13,63.56,826.28,0,17,9.0,0,
C00396,2020-06-19,40.0,F,Mumbai,Standard,15,34.42,516.30,4,8,6.0,0,
C00685,2019-06-28,33.0,M,Mumbai,Basic,72,27.72,1995.84,3,14,7.0,0,
C00804,2023-03-08,43.0,M,Bengaluru,Standard,16,39.08,625.28,1,11,8.0,1,unknown
C00973,2021-11-06,41.0,Male ,Kolkata,Premium,24,70.77,1698.48,3,1,5.0,0,
C00693,2021-10-28,49.0,Female,Chennai,Basic,27,25.31,683.37,0,18,9.0,0,
C00621,2022-09-04,33.0,F,Bengaluru,Premium,53,60.82,3223.46,1,26,8.0,0,
C00258,2022-01-27,33.0,,Hyderabad,Basic,13,44.67,580.71,0,11,10.0,0,
C00336,2020-02-10,23.0,M,Chennai,Basic,60,15.0,900.00,0,13,8.0,0,
C00016,2021-08-19,28.0,F,Delhi,Basic,48,24.02,1152.96,0,2,,0,
C00976,2019-10-03,26.0,M,Chennai,Standard,64,46.89,3000.96,1,6,8.0,0,
C00325,2020-03-25,60.0,F,Bengaluru,Basic,35,25.87,905.45,1,23,8.0,0,
C00768,2021-02-02,31.0,M,Mumbai,Standard,65,51.98,3378.70,1,6,,0,
C00223,2019-01-01,40.0,F,Chennai,Premium,17,74.49,1266.33,2,19,5.0,0,
C00180,2019-03-07,41.0,M,Hyderabad,Basic,31,16.93,524.83,1,18,6.0,0,
C00996,2019-02-11,42.0,male,Hyderabad,Standard,40,27.9,1116.00,1,19,6.0,0,
C00522,2020-01-31,27.0,male,Hyderabad,Premium,28,80.73,2260.44,1,6,8.0,0,
C00023,2019-10-06,53.0,male,Bengaluru,Standard,58,48.88,2835.04,1,22,9.0,0,
C00357,2019-11-09,41.0,M,Bengaluru,Standard,12,46.85,562.20,0,3,8.0,1,competitor
C00874,2020-04-20,39.0,F,Chennai,Basic,14,22.24,311.36,1,10,10.0,0,
C00928,2020-04-04,43.0,male,Delhi,Basic,26,28.95,752.70,1,13,7.0,0,
C00341,2019-08-22,18.0,F,Hyderabad,Standard,39,47.39,1848.21,0,37,,0,
C00432,2020-11-20,44.0,F,Pune,Standard,8,44.99,359.92,3,16,4.0,1,competitor
C00558,2020-07-02,26.0,female,Bengaluru,Standard,1,38.32, ,3,13,5.0,1,price
C00844,2023-08-04,37.0,M,Kolkata,Basic,17,32.28,548.76,2,12,7.0,0,
C00204,2019-07-05,46.0,F,Kolkata,Standard,34,33.12,1126.08,1,14,6.0,0,
C00639,2022-07-06,45.0,F,Kolkata,Basic,53,15.01,795.53,1,3,7.0,0,
C00094,2021-04-07,37.0,,Kolkata,Basic,66,24.41,1611.06,0,14,,0,
C00941,2021-01-25,41.0,M,Kolkata,Basic,27,24.08,650.16,3,7,5.0,1,unknown
C00069,2019-02-03,48.0,F,Kolkata,Premium,39,69.0,2691.00,0,7,,0,
C00631,2019-07-06,57.0,F,Kolkata,Basic,64,34.72,2222.08,0,8,9.0,0,
C00285,2022-04-01,25.0,F,Mumbai,Standard,23,39.45,907.35,0,3,8.0,0,
C00815,2022-10-08,30.0,F,Mumbai,Basic,26,29.96,778.96,0,22,9.0,0,
C00435,2022-10-18,49.0,F,Kolkata,Standard,4,60.56,242.24,0,14,,0,
C00154,2020-06-09,32.0,Female,Chennai,Standard,31,54.12,1677.72,3,4,5.0,0,
C00076,2023-11-25,46.0,F,Chennai,Basic,32,15.0,480.00,4,9,5.0,0,
C00740,2023-09-16,18.0,F,Pune,Premium,14,76.42,1069.88,1,9,9.0,0,
C00447,2021-02-27,51.0,M,Jaipur,Basic,50,27.21,1360.50,2,18,6.0,0,
C00189,2020-05-18,22.0,F,Bengaluru,Standard,1,39.75, ,2,29,6.0,1,moved
C00272,2022-06-23,42.0,F,Mumbai,Basic,29,15.0,435.00,0,10,10.0,0,
C00237,2023-05-05,18.0,F,Pune,Standard,24,46.3,1111.20,0,12,9.0,0,
C00488,2022-11-24,43.0,M,Pune,Basic,63,41.25,2598.75,2,9,7.0,0,
C00118,2023-11-07,38.0,M,Kolkata,Basic,19,15.0,285.00,3,14,6.0,0,
C00829,2021-04-17,53.0,M,Pune,Premium,58,61.45,3564.10,0,7,9.0,0,
C00513,2020-12-25,39.0,F,Bengaluru,Standard,21,64.12,1346.52,1,27,6.0,1,moved
C00560,2021-04-28,27.0,M,Bengaluru,Premium,3,75.08,225.24,3,12,6.0,1,price
C00600,2021-10-14,18.0,Male ,Kolkata,Standard,70,41.27,2888.90,3,19,4.0,0,
C00127,2020-09-20,56.0,Female,Mumbai,Standard,21,43.43,912.03,2,4,9.0,0,
C00117,2023-04-30,41.0,,Hyderabad,Basic,22,27.3,600.60,1,10,9.0,0,
C00474,2021-05-06,40.0,Female,Kolkata,Basic,28,15.0,420.00,1,6,8.0,0,
C00905,2023-05-31,,F,Pune,Standard,2,48.41,96.82,4,11,3.0,1,service
C00058,2022-11-16,56.0,Female,Bengaluru,Premium,46,69.92,3216.32,0,5,8.0,0,
C00683,2019-11-11,53.0,,Bengaluru,Premium,42,70.41,2957.22,1,6,10.0,0,
C00923,2023-05-23,39.0,Male ,Kolkata,Basic,14,33.41,467.74,0,14,7.0,0,
C00370,2019-09-09,48.0,M,Chennai,Standard,5,43.76,218.80,1,5,10.0,0,
C00269,2023-10-03,39.0,F,Mumbai,Standard,4,51.0,204.00,2,10,7.0,0,
C00047,2019-01-20,48.0,female,Pune,Basic,70,22.03,1542.10,1,11,8.0,0,
C00350,2019-10-20,56.0,female,Kolkata,Basic,31,17.68,548.08,3,14,5.0,0,
C00196,2021-07-05,27.0,female,Kolkata,Premium,7,77.53,542.71,0,36,8.0,0,
C00077,2020-08-24,33.0,male,Kolkata,Standard,13,51.72,672.36,1,19,7.0,0,
C00845,2021-08-13,40.0,male,Bengaluru,Standard,30,47.27,1418.10,1,9,10.0,0,
C00746,2023-05-22,49.0,male,Jaipur,Basic,7,17.68,123.76,1,6,9.0,0,
C00264,2021-04-28,31.0,F,Delhi,Standard,60,53.16,3189.60,1,17,,0,
C00444,2020-01-14,54.0,F,Pune,Standard,55,39.59,2177.45,0,1,10.0,0,
C00789,2020-01-16,25.0,F,Hyderabad,Basic,53,18.45,977.85,0,8,,0,
C00305,2019-06-17,37.0,M,Hyderabad,Standard,51,45.76,2333.76,0,3,7.0,0,
